Mass	Ion Current
16.53125	4.490960988506876e-12
16.5625	3.908571383215431e-12
16.59375	5.410746503620167e-12
16.625	8.374415744194508e-12
16.65625	1.2353948593279984e-11
16.6875	1.6984968986832882e-11
16.71875	2.1935599170408437e-11
16.75	2.686314885813612e-11
16.78125	3.1513677084538116e-11
16.8125	3.582231386523027e-11
16.84375	3.9772962701078995e-11
16.875	4.3262646937103355e-11
16.90625	4.622497870587772e-11
16.9375	4.874109796326742e-11
16.96875	5.090825330733573e-11
17.0	5.269315886402559e-11
17.03125	5.393304899903306e-11
17.0625	5.437009523157066e-11
17.09375	5.375843867283514e-11
17.125	5.214640871886722e-11
17.15625	5.005773573429906e-11
17.1875	4.81311240863036e-11
17.21875	4.644601023229278e-11
17.25	4.4434230600520763e-11
17.28125	4.1502218328659524e-11
17.3125	3.741409612678659e-11
17.34375	3.207383664216579e-11
17.375	2.5458512034615133e-11
17.40625	1.8131952536637463e-11
17.4375	1.1490792692359086e-11
17.46875	7.018831696403716e-12
17.5	5.518057365205831e-12
17.53125	7.41327832454175e-12
17.5625	1.3420859042156952e-11
17.59375	2.4397654035945848e-11
17.625	4.054891838967123e-11
17.65625	6.094551946445037e-11
17.6875	8.384839350616957e-11
17.71875	1.076197464477957e-10
17.75	1.3134478227261326e-10
17.78125	1.5453853474678425e-10
17.8125	1.7657296458306604e-10
17.84375	1.967158103077793e-10
17.875	2.146239436173758e-10
17.90625	2.3041829555481286e-10
17.9375	2.4409832488636596e-10
17.96875	2.552126010524347e-10
18.0	2.6324104007713345e-10
18.03125	2.678645638631849e-10
18.0625	2.6872115643783445e-10
18.09375	2.6538246600260607e-10
18.125	2.5807136982969325e-10
18.15625	2.48385811918439e-10
18.1875	2.3859086928368356e-10
18.21875	2.2946076982943708e-10
18.25	2.191404419038534e-10
18.28125	2.047269437310817e-10
18.3125	1.8431219050984993e-10
18.34375	1.5706351497168924e-10
18.375	1.231939689150252e-10
18.40625	8.577812765642179e-11
18.4375	5.133052316530495e-11
18.46875	2.611245941697149e-11
18.5	1.1807358042681404e-11
18.53125	5.655031130868959e-12
18.5625	3.841498733697657e-12
18.59375	3.856102936961037e-12
18.625	4.620243857639261e-12
18.65625	5.757899799313515e-12
18.6875	7.091158389649355e-12
18.71875	8.516185152906974e-12
18.75	9.997344098400252e-12
18.78125	1.1510043786133739e-11
18.8125	1.3009459828849934e-11
18.84375	1.4468285076951748e-11
18.875	1.5897685945454043e-11
18.90625	1.732871138249159e-11
18.9375	1.876280554535814e-11
18.96875	2.011000914403649e-11
19.0	2.1240257816468322e-11
19.03125	2.215345615286246e-11
19.0625	2.302928334141363e-11
19.09375	2.4073860960260873e-11
19.125	2.5393869299006333e-11
19.15625	2.7037844185784365e-11
19.1875	2.906868148966346e-11
19.21875	3.155623332085078e-11
19.25	3.457514829996455e-11
19.28125	3.82607764914944e-11
19.3125	4.2826839297127606e-11
19.34375	4.856487434423684e-11
19.375	5.60776217128911e-11
19.40625	6.715156902759034e-11
19.4375	8.768518550139603e-11
19.46875	1.3604876947237443e-10
19.5	2.576654722918903e-10
19.53125	5.3303711444741e-10
19.5625	1.056957299461203e-09
19.59375	1.8916541666413877e-09
19.625	3.034177353811174e-09
19.65625	4.42956604729261e-09
19.6875	6.018918252692629e-09
19.71875	7.773101273755856e-09
19.75	9.654065991071548e-09
19.78125	1.1541598787800922e-08
19.8125	1.3263191434020882e-08
19.84375	1.4718480656483734e-08
19.875	1.591984677418168e-08
19.90625	1.6920241208140396e-08
